Identifier,Age,Schooling,Choice,Wage,Choice_t_1,Experience_Blue,Experience_Military,Experience_White
2143.0,25.0,11.0,Home,,Home,,4.0,
2143.0,26.0,11.0,Home,,Home,,4.0,
2147.0,16.0,10.0,Schooling,,,,,
2147.0,17.0,11.0,Schooling,,Schooling,,,
2147.0,18.0,12.0,Blue,3230.889,Schooling,1.0,,
2147.0,19.0,12.0,Schooling,,Blue,1.0,,
2147.0,20.0,13.0,Schooling,,Schooling,1.0,,
2147.0,21.0,14.0,White,5793.535,Schooling,1.0,,1.0
2147.0,22.0,14.0,White,6190.184,White,1.0,,2.0
2147.0,23.0,14.0,White,6527.646,White,1.0,,3.0
2147.0,24.0,14.0,White,7819.956,White,1.0,,4.0
2147.0,25.0,14.0,Blue,5880.288,White,2.0,,4.0
2147.0,26.0,14.0,Blue,8513.493,Blue,3.0,,4.0
2149.0,16.0,10.0,Schooling,,,,,
2149.0,17.0,11.0,Schooling,,Schooling,,,
2149.0,18.0,12.0,Home,,Schooling,,,
2149.0,19.0,12.0,Schooling,,Home,,,
2149.0,20.0,13.0,Schooling,,Schooling,,,
2149.0,21.0,14.0,Home,,Schooling,,,
2149.0,22.0,14.0,Blue,8855.815,Home,1.0,,
2149.0,23.0,14.0,Schooling,,Blue,1.0,,
2149.0,24.0,15.0,Blue,7314.285,Schooling,2.0,,
,,,,,,2.0,,
,,,,,,2.0,,
2151.0,16.0,10.0,Schooling,,,,,
2151.0,17.0,11.0,Schooling,,Schooling,,,
2151.0,18.0,12.0,Schooling,,Schooling,,,
2151.0,19.0,13.0,Home,,Schooling,,,
2151.0,20.0,13.0,Blue,9362.646,Home,1.0,,
2151.0,21.0,13.0,Blue,9975.86,Blue,2.0,,
2151.0,22.0,13.0,Blue,11296.67,Blue,3.0,,
2151.0,23.0,13.0,Blue,12936.49,Blue,4.0,,
2151.0,24.0,13.0,Blue,12479.69,Blue,5.0,,
,,,,,,5.0,,
,,,,,,5.0,,
2160.0,16.0,7.0,Home,,,,,
2160.0,17.0,7.0,Home,,Home,,,
2160.0,18.0,7.0,Home,,Home,,,
2160.0,19.0,7.0,Home,,Home,,,
2160.0,20.0,7.0,Home,,Home,,,
2160.0,21.0,7.0,Home,,Home,,,
2160.0,22.0,7.0,Home,,Home,,,
2160.0,23.0,7.0,Blue,7457.408,Home,1.0,,
2160.0,24.0,7.0,Home,,Blue,1.0,,
,,,,,,1.0,,
,,,,,,1.0,,
2172.0,16.0,10.0,Schooling,,,,,
2172.0,17.0,11.0,Schooling,,Schooling,,,
2172.0,18.0,12.0,Schooling,,Schooling,,,
2172.0,19.0,13.0,Blue,17620.58,Schooling,1.0,,
2172.0,20.0,13.0,Blue,16400.3,Blue,2.0,,
2172.0,21.0,13.0,Schooling,,Blue,2.0,,
2172.0,22.0,14.0,Blue,25071.42,Schooling,3.0,,
2172.0,23.0,14.0,Blue,39204.74,Blue,4.0,,
2172.0,24.0,14.0,White,,Blue,4.0,,1.0
,,,,,,4.0,,1.0
,,,,,,4.0,,1.0
2178.0,16.0,9.0,Blue,16346.96,,1.0,,
2178.0,17.0,9.0,Blue,,Blue,2.0,,
2178.0,18.0,9.0,Military,10470.66,Blue,2.0,1.0,
2178.0,19.0,9.0,Military,10689.15,Military,2.0,2.0,
2178.0,20.0,9.0,Military,12022.95,Military,2.0,3.0,
2178.0,21.0,9.0,Military,12012.71,Military,2.0,4.0,
2178.0,22.0,9.0,Military,18071.77,Military,2.0,5.0,
2178.0,23.0,9.0,Military,25560.2,Military,2.0,6.0,
,,,,,,2.0,6.0,
,,,,,,2.0,6.0,
,,,,,,2.0,6.0,
2180.0,16.0,10.0,Schooling,,,,,
2180.0,17.0,11.0,Schooling,,Schooling,,,
2180.0,18.0,12.0,Blue,11461.88,Schooling,1.0,,
2180.0,19.0,12.0,White,11933.17,Blue,1.0,,1.0
2180.0,20.0,12.0,Blue,8027.519,White,2.0,,1.0
2180.0,21.0,12.0,Blue,15740.55,Blue,3.0,,1.0
2180.0,22.0,12.0,Blue,21450.29,Blue,4.0,,1.0
2180.0,23.0,12.0,Blue,20643.14,Blue,5.0,,1.0
2180.0,24.0,12.0,Blue,14149.3,Blue,6.0,,1.0
2180.0,25.0,12.0,Blue,24707.73,Blue,7.0,,1.0
,,,,,,7.0,,1.0
2182.0,16.0,10.0,Schooling,,,,,
2182.0,17.0,11.0,Blue,,Schooling,1.0,,
2182.0,18.0,11.0,Blue,10937.92,Blue,2.0,,
2182.0,19.0,11.0,Blue,10687.24,Blue,3.0,,
2182.0,20.0,11.0,White,10292.37,Blue,3.0,,1.0
2182.0,21.0,11.0,White,,White,3.0,,2.0
2182.0,22.0,11.0,Home,,White,3.0,,2.0
,,,,,,3.0,,2.0
,,,,,,3.0,,2.0
,,,,,,3.0,,2.0
,,,,,,3.0,,2.0
2185.0,16.0,10.0,Schooling,,,,,
2185.0,17.0,11.0,Schooling,,Schooling,,,
2185.0,18.0,12.0,Schooling,,Schooling,,,
2185.0,19.0,13.0,Blue,6445.625,Schooling,1.0,,
2185.0,20.0,13.0,Schooling,,Blue,1.0,,
2185.0,21.0,14.0,Schooling,,Schooling,1.0,,
2185.0,22.0,15.0,White,17309.55,Schooling,1.0,,1.0
2185.0,23.0,15.0,White,14124.33,White,1.0,,2.0
2185.0,24.0,15.0,White,15287.96,White,1.0,,3.0
2185.0,25.0,15.0,White,24374.42,White,1.0,,4.0
,,,,,,1.0,,4.0
2187.0,16.0,10.0,Schooling,,,,,
2187.0,17.0,11.0,Schooling,,Schooling,,,
2187.0,18.0,12.0,Schooling,,Schooling,,,
2187.0,19.0,13.0,Blue,,Schooling,1.0,,
2187.0,20.0,13.0,Blue,16762.73,Blue,2.0,,
2187.0,21.0,13.0,Blue,13320.41,Blue,3.0,,
2187.0,22.0,13.0,Blue,18033.38,Blue,4.0,,
2187.0,23.0,13.0,Blue,18121.89,Blue,5.0,,
2187.0,24.0,13.0,Blue,19571.73,Blue,6.0,,
2187.0,25.0,13.0,Blue,17549.57,Blue,7.0,,
,,,,,,7.0,,
2188.0,16.0,10.0,Schooling,,,,,
2188.0,17.0,11.0,Schooling,,Schooling,,,
2188.0,18.0,12.0,Blue,17173.93,Schooling,1.0,,
2188.0,19.0,12.0,Blue,,Blue,2.0,,
2188.0,20.0,12.0,Blue,14447.18,Blue,3.0,,
2188.0,21.0,12.0,Home,,Blue,3.0,,
2188.0,22.0,12.0,Blue,,Home,4.0,,
2188.0,23.0,12.0,Blue,20401.12,Blue,5.0,,
,,,,,,5.0,,
,,,,,,5.0,,
,,,,,,5.0,,
2189.0,16.0,10.0,Schooling,,,,,
2189.0,17.0,11.0,Schooling,,Schooling,,,
2189.0,18.0,12.0,Schooling,,Schooling,,,
2189.0,19.0,13.0,Home,,Schooling,,,
2189.0,20.0,13.0,Schooling,,Home,,,
2189.0,21.0,14.0,Schooling,,Schooling,,,
2189.0,22.0,15.0,Schooling,,Schooling,,,
2189.0,23.0,16.0,White,15511.12,Schooling,,,1.0
2189.0,24.0,16.0,White,23458.85,White,,,2.0
2189.0,25.0,16.0,White,22507.29,White,,,3.0
,,,,,,,,3.0
2194.0,16.0,9.0,Home,,,,,
2194.0,17.0,9.0,Blue,8654.862,Home,1.0,,
2194.0,18.0,9.0,Blue,8028.927,Blue,2.0,,
2194.0,19.0,9.0,Blue,6683.216,Blue,3.0,,
2194.0,20.0,9.0,Blue,,Blue,4.0,,
2194.0,21.0,9.0,Blue,,Blue,5.0,,
2194.0,22.0,9.0,Blue,,Blue,6.0,,
2194.0,23.0,9.0,Blue,,Blue,7.0,,
2194.0,24.0,9.0,Blue,,Blue,8.0,,
,,,,,,8.0,,
,,,,,,8.0,,
2202.0,16.0,10.0,Schooling,,,,,
2202.0,17.0,11.0,Schooling,,Schooling,,,
2202.0,18.0,12.0,Schooling,,Schooling,,,
2202.0,19.0,13.0,Schooling,,Schooling,,,
2202.0,20.0,14.0,White,8516.481,Schooling,,,1.0
2202.0,21.0,14.0,Schooling,,White,,,1.0
2202.0,22.0,15.0,White,14689.22,Schooling,,,2.0
2202.0,23.0,15.0,White,17770.57,White,,,3.0
2202.0,24.0,15.0,Schooling,,White,,,3.0
,,,,,,,,3.0
,,,,,,,,3.0
2207.0,16.0,10.0,Home,,,,,
2207.0,17.0,10.0,Home,,Home,,,
2207.0,18.0,10.0,Home,,Home,,,
2207.0,19.0,10.0,Home,,Home,,,
2207.0,20.0,10.0,Blue,10286.92,Home,1.0,,
2207.0,21.0,10.0,Schooling,,Blue,1.0,,
2207.0,22.0,11.0,Schooling,,Schooling,1.0,,
2207.0,23.0,12.0,Blue,,Schooling,2.0,,
2207.0,24.0,12.0,Blue,8885.145,Blue,3.0,,
,,,,,,3.0,,
,,,,,,3.0,,
2218.0,16.0,10.0,Schooling,,,,,
2218.0,17.0,11.0,Schooling,,Schooling,,,
2218.0,18.0,12.0,Schooling,,Schooling,,,
2218.0,19.0,13.0,Schooling,,Schooling,,,
2218.0,20.0,14.0,Schooling,,Schooling,,,
2218.0,21.0,15.0,Schooling,,Schooling,,,
2218.0,22.0,16.0,Blue,18716.27,Schooling,1.0,,
2218.0,23.0,16.0,Blue,20611.0,Blue,2.0,,
,,,,,,2.0,,
,,,,,,2.0,,
,,,,,,2.0,,
2219.0,16.0,10.0,Schooling,,,,,
2219.0,17.0,11.0,Schooling,,Schooling,,,
2219.0,18.0,12.0,Military,8751.924,Schooling,,1.0,
2219.0,19.0,12.0,Military,9455.337,Military,,2.0,
2219.0,20.0,12.0,Military,12858.44,Military,,3.0,
2219.0,21.0,12.0,White,16473.03,Military,,3.0,1.0
2219.0,22.0,12.0,Blue,8177.444,White,1.0,3.0,1.0
2219.0,23.0,12.0,Blue,15892.8,Blue,2.0,3.0,1.0
2219.0,24.0,12.0,Blue,14624.64,Blue,3.0,3.0,1.0
,,,,,,3.0,3.0,1.0
,,,,,,3.0,3.0,1.0
2223.0,16.0,10.0,Schooling,,,,,
2223.0,17.0,11.0,Schooling,,Schooling,,,
2223.0,18.0,12.0,Blue,14347.5,Schooling,1.0,,
2223.0,19.0,12.0,Blue,14177.88,Blue,2.0,,
2223.0,20.0,12.0,White,8195.807,Blue,2.0,,1.0
2223.0,21.0,12.0,Blue,15452.18,White,3.0,,1.0
2223.0,22.0,12.0,Blue,20362.83,Blue,4.0,,1.0
2223.0,23.0,12.0,Blue,16840.05,Blue,5.0,,1.0
2223.0,24.0,12.0,Blue,18997.81,Blue,6.0,,1.0
2223.0,25.0,12.0,Blue,21059.49,Blue,7.0,,1.0
,,,,,,7.0,,1.0
2233.0,16.0,10.0,Schooling,,,,,
2233.0,17.0,11.0,Schooling,,Schooling,,,
2233.0,18.0,12.0,Schooling,,Schooling,,,
2233.0,19.0,13.0,Schooling,,Schooling,,,
2233.0,20.0,14.0,Schooling,,Schooling,,,
2233.0,21.0,15.0,Schooling,,Schooling,,,
2233.0,22.0,16.0,Home,,Schooling,,,
2233.0,23.0,16.0,Blue,13847.34,Home,1.0,,
,,,,,,1.0,,
,,,,,,1.0,,
,,,,,,1.0,,
2236.0,16.0,9.0,Schooling,,,,,
2236.0,17.0,10.0,Schooling,,Schooling,,,
2236.0,18.0,11.0,Schooling,,Schooling,,,
2236.0,19.0,12.0,Schooling,,Schooling,,,
2236.0,20.0,13.0,Schooling,,Schooling,,,
2236.0,21.0,14.0,Schooling,,Schooling,,,
2236.0,22.0,15.0,Schooling,,Schooling,,,
2236.0,23.0,16.0,Home,,Schooling,,,
2236.0,24.0,16.0,Military,18919.2,Home,,1.0,
2236.0,25.0,16.0,Military,22771.82,Military,,2.0,
,,,,,,,2.0,
2238.0,16.0,9.0,Schooling,,,,,
2238.0,17.0,10.0,Schooling,,Schooling,,,
2238.0,18.0,11.0,Schooling,,Schooling,,,
2238.0,19.0,12.0,Schooling,,Schooling,,,
2238.0,20.0,13.0,Schooling,,Schooling,,,
2238.0,21.0,14.0,Schooling,,Schooling,,,
2238.0,22.0,15.0,Schooling,,Schooling,,,
2238.0,23.0,16.0,White,17587.4,Schooling,,,1.0
2238.0,24.0,16.0,White,24241.72,White,,,2.0
2238.0,25.0,16.0,White,29273.63,White,,,3.0
,,,,,,,,3.0
2239.0,16.0,10.0,Schooling,,,,,
2239.0,17.0,11.0,Schooling,,Schooling,,,
2239.0,18.0,12.0,Schooling,,Schooling,,,
2239.0,19.0,13.0,Schooling,,Schooling,,,
2239.0,20.0,14.0,Schooling,,Schooling,,,
2239.0,21.0,15.0,Schooling,,Schooling,,,
2239.0,22.0,16.0,White,,Schooling,,,1.0
2239.0,23.0,16.0,White,23669.06,White,,,2.0
2239.0,24.0,16.0,White,27909.56,White,,,3.0
2239.0,25.0,16.0,White,29990.25,White,,,4.0
,,,,,,,,4.0
2256.0,16.0,10.0,Schooling,,,,,
2256.0,17.0,11.0,Schooling,,Schooling,,,
2256.0,18.0,12.0,Blue,12140.73,Schooling,1.0,,
,,,,,,1.0,,
,,,,,,1.0,,
,,,,,,1.0,,
,,,,,,1.0,,
,,,,,,1.0,,
,,,,,,1.0,,
,,,,,,1.0,,
,,,,,,1.0,,
2276.0,16.0,9.0,Schooling,,,,,
2276.0,17.0,10.0,Schooling,,Schooling,,,
2276.0,18.0,11.0,Home,,Schooling,,,
2276.0,19.0,11.0,Home,,Home,,,
2276.0,20.0,11.0,Military,,Home,,1.0,
2276.0,21.0,11.0,Military,,Military,,2.0,
2276.0,22.0,11.0,Military,24803.21,Military,,3.0,
,,,,,,,3.0,
,,,,,,,3.0,
,,,,,,,3.0,
,,,,,,,3.0,
2277.0,16.0,10.0,Schooling,,,,,
2277.0,17.0,11.0,Schooling,,Schooling,,,
2277.0,18.0,12.0,Schooling,,Schooling,,,
2277.0,19.0,13.0,Schooling,,Schooling,,,
2277.0,20.0,14.0,Schooling,,Schooling,,,
2277.0,21.0,15.0,Schooling,,Schooling,,,
2277.0,22.0,16.0,White,19010.13,Schooling,,,1.0
2277.0,23.0,16.0,White,22603.83,White,,,2.0
,,,,,,,,2.0
,,,,,,,,2.0
,,,,,,,,2.0
2291.0,16.0,10.0,Schooling,,,,,
2291.0,17.0,11.0,Schooling,,Schooling,,,
2291.0,18.0,12.0,Schooling,,Schooling,,,
2291.0,19.0,13.0,Schooling,,Schooling,,,
2291.0,20.0,14.0,Schooling,,Schooling,,,
2291.0,21.0,15.0,Schooling,,Schooling,,,
2291.0,22.0,16.0,White,31457.34,Schooling,,,1.0
2291.0,23.0,16.0,White,33271.05,White,,,2.0
,,,,,,,,2.0
,,,,,,,,2.0
,,,,,,,,2.0
2302.0,16.0,10.0,Schooling,,,,,
2302.0,17.0,11.0,Schooling,,Schooling,,,
2302.0,18.0,12.0,Schooling,,Schooling,,,
2302.0,19.0,13.0,Schooling,,Schooling,,,
2302.0,20.0,14.0,Schooling,,Schooling,,,
2302.0,21.0,15.0,Schooling,,Schooling,,,
2302.0,22.0,16.0,Schooling,,Schooling,,,
2302.0,23.0,17.0,Home,,Schooling,,,
2302.0,24.0,17.0,White,29035.52,Home,,,1.0
2302.0,25.0,17.0,White,31930.06,White,,,2.0
2302.0,26.0,17.0,White,39357.81,White,,,3.0
2305.0,16.0,9.0,Blue,10773.13,,1.0,,
2305.0,17.0,9.0,White,11912.29,Blue,1.0,,1.0
2305.0,18.0,9.0,Blue,17012.52,White,2.0,,1.0
2305.0,19.0,9.0,Blue,17207.11,Blue,3.0,,1.0
2305.0,20.0,9.0,Blue,18758.12,Blue,4.0,,1.0
2305.0,21.0,9.0,Blue,21781.05,Blue,5.0,,1.0
2305.0,22.0,9.0,Blue,23959.94,Blue,6.0,,1.0
2305.0,23.0,9.0,Blue,25300.61,Blue,7.0,,1.0
,,,,,,7.0,,1.0
,,,,,,7.0,,1.0
,,,,,,7.0,,1.0
2306.0,16.0,9.0,Home,,,,,
2306.0,17.0,9.0,Blue,17837.13,Home,1.0,,
2306.0,18.0,9.0,Home,,Blue,1.0,,
2306.0,19.0,9.0,Home,,Home,1.0,,
2306.0,20.0,9.0,Blue,14533.49,Home,2.0,,
2306.0,21.0,9.0,Blue,15725.21,Blue,3.0,,
2306.0,22.0,9.0,Blue,16793.93,Blue,4.0,,
2306.0,23.0,9.0,Blue,16770.05,Blue,5.0,,
2306.0,24.0,9.0,Blue,16413.19,Blue,6.0,,
2306.0,25.0,9.0,Blue,16867.09,Blue,7.0,,
,,,,,,7.0,,
2307.0,16.0,9.0,Schooling,,,,,
2307.0,17.0,10.0,Schooling,,Schooling,,,
2307.0,18.0,11.0,Blue,15669.85,Schooling,1.0,,
2307.0,19.0,11.0,Blue,,Blue,2.0,,
2307.0,20.0,11.0,Blue,,Blue,3.0,,
2307.0,21.0,11.0,Blue,22019.86,Blue,4.0,,
2307.0,22.0,11.0,Blue,13884.52,Blue,5.0,,
2307.0,23.0,11.0,Blue,16930.62,Blue,6.0,,
2307.0,24.0,11.0,Blue,26679.89,Blue,7.0,,
,,,,,,7.0,,
,,,,,,7.0,,
2316.0,16.0,9.0,Blue,,,1.0,,
2316.0,17.0,9.0,Blue,,Blue,2.0,,
2316.0,18.0,9.0,Blue,,Blue,3.0,,
2316.0,19.0,9.0,Blue,14383.72,Blue,4.0,,
2316.0,20.0,9.0,Home,,Blue,4.0,,
2316.0,21.0,9.0,Blue,10593.21,Home,5.0,,
2316.0,22.0,9.0,Blue,24338.32,Blue,6.0,,
2316.0,23.0,9.0,Blue,30340.47,Blue,7.0,,
2316.0,24.0,9.0,Blue,10163.87,Blue,8.0,,
,,,,,,8.0,,
,,,,,,8.0,,
2320.0,16.0,9.0,Home,,,,,
2320.0,17.0,9.0,Blue,10449.79,Home,1.0,,
,,,,,,1.0,,
,,,,,,1.0,,
,,,,,,1.0,,
,,,,,,1.0,,
,,,,,,1.0,,
,,,,,,1.0,,
,,,,,,1.0,,
,,,,,,1.0,,
,,,,,,1.0,,
2323.0,16.0,9.0,Schooling,,,,,
2323.0,17.0,10.0,Schooling,,Schooling,,,
2323.0,18.0,11.0,White,1906.186,Schooling,,,1.0
2323.0,19.0,11.0,Blue,9397.641,White,1.0,,1.0
2323.0,20.0,11.0,Blue,9584.894,Blue,2.0,,1.0
2323.0,21.0,11.0,Military,9492.706,Blue,2.0,1.0,1.0
2323.0,22.0,11.0,Military,9009.534,Military,2.0,2.0,1.0
2323.0,23.0,11.0,Military,12592.28,Military,2.0,3.0,1.0
2323.0,24.0,11.0,Military,11319.13,Military,2.0,4.0,1.0
,,,,,,2.0,4.0,1.0
,,,,,,2.0,4.0,1.0
2325.0,16.0,10.0,Schooling,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2326.0,16.0,9.0,Home,,,,,
2326.0,17.0,9.0,Home,,Home,,,
2326.0,18.0,9.0,Blue,9796.13,Home,1.0,,
2326.0,19.0,9.0,Home,,Blue,1.0,,
2326.0,20.0,9.0,Home,,Home,1.0,,
2326.0,21.0,9.0,Home,,Home,1.0,,
2326.0,22.0,9.0,White,7893.437,Home,1.0,,1.0
2326.0,23.0,9.0,Blue,14065.11,White,2.0,,1.0
2326.0,24.0,9.0,Blue,13901.64,Blue,3.0,,1.0
2326.0,25.0,9.0,White,21409.66,Blue,3.0,,2.0
2326.0,26.0,9.0,White,17549.57,White,3.0,,3.0
2327.0,16.0,11.0,Schooling,,,,,
2327.0,17.0,12.0,Home,,Schooling,,,
2327.0,18.0,12.0,Home,,Home,,,
2327.0,19.0,12.0,Home,,Home,,,
2327.0,20.0,12.0,Blue,,Home,1.0,,
2327.0,21.0,12.0,Blue,6393.843,Blue,2.0,,
2327.0,22.0,12.0,Home,,Blue,2.0,,
2327.0,23.0,12.0,Blue,,Home,3.0,,
2327.0,24.0,12.0,Blue,8037.699,Blue,4.0,,
,,,,,,4.0,,
,,,,,,4.0,,
2330.0,16.0,10.0,Schooling,,,,,
2330.0,17.0,11.0,Military,,Schooling,,1.0,
2330.0,18.0,11.0,Blue,,Military,1.0,1.0,
2330.0,19.0,11.0,Blue,10142.12,Blue,2.0,1.0,
2330.0,20.0,11.0,Blue,15005.25,Blue,3.0,1.0,
2330.0,21.0,11.0,Blue,16736.12,Blue,4.0,1.0,
2330.0,22.0,11.0,Blue,,Blue,5.0,1.0,
2330.0,23.0,11.0,Blue,21391.78,Blue,6.0,1.0,
2330.0,24.0,11.0,White,20010.65,Blue,6.0,1.0,1.0
2330.0,25.0,11.0,Blue,20401.36,White,7.0,1.0,1.0
,,,,,,7.0,1.0,1.0
2331.0,16.0,10.0,Schooling,,,,,
2331.0,17.0,11.0,Schooling,,Schooling,,,
2331.0,18.0,12.0,Schooling,,Schooling,,,
2331.0,19.0,13.0,Schooling,,Schooling,,,
2331.0,20.0,14.0,Schooling,,Schooling,,,
2331.0,21.0,15.0,Schooling,,Schooling,,,
2331.0,22.0,16.0,White,,Schooling,,,1.0
2331.0,23.0,16.0,White,22148.67,White,,,2.0
2331.0,24.0,16.0,White,25179.05,White,,,3.0
2331.0,25.0,16.0,White,27552.8,White,,,4.0
,,,,,,,,4.0
2338.0,16.0,11.0,Schooling,,,,,
2338.0,17.0,12.0,Blue,12077.95,Schooling,1.0,,
2338.0,18.0,12.0,Blue,,Blue,2.0,,
2338.0,19.0,12.0,Blue,,Blue,3.0,,
2338.0,20.0,12.0,Blue,,Blue,4.0,,
2338.0,21.0,12.0,Blue,,Blue,5.0,,
2338.0,22.0,12.0,Blue,,Blue,6.0,,
2338.0,23.0,12.0,Blue,,Blue,7.0,,
2338.0,24.0,12.0,White,12787.9,Blue,7.0,,1.0
2338.0,25.0,12.0,White,13304.95,White,7.0,,2.0
2338.0,26.0,12.0,Blue,34009.8,White,8.0,,2.0
2341.0,16.0,10.0,Schooling,,,,,
2341.0,17.0,11.0,Schooling,,Schooling,,,
2341.0,18.0,12.0,Schooling,,Schooling,,,
2341.0,19.0,13.0,White,10945.14,Schooling,,,1.0
2341.0,20.0,13.0,White,14337.07,White,,,2.0
2341.0,21.0,13.0,White,16849.28,White,,,3.0
2341.0,22.0,13.0,White,19869.81,White,,,4.0
2341.0,23.0,13.0,White,22887.65,White,,,5.0
2341.0,24.0,13.0,White,24333.72,White,,,6.0
2341.0,25.0,13.0,White,102392.7,White,,,7.0
2341.0,26.0,13.0,White,362779.2,White,,,8.0
2343.0,16.0,10.0,Schooling,,,,,
2343.0,17.0,11.0,Schooling,,Schooling,,,
2343.0,18.0,12.0,Blue,15020.6,Schooling,1.0,,
2343.0,19.0,12.0,Schooling,,Blue,1.0,,
2343.0,20.0,13.0,Blue,13783.65,Schooling,2.0,,
2343.0,21.0,13.0,Home,,Blue,2.0,,
2343.0,22.0,13.0,Home,,Home,2.0,,
2343.0,23.0,13.0,Schooling,,Home,2.0,,
2343.0,24.0,14.0,Blue,13061.5,Schooling,3.0,,
2343.0,25.0,14.0,Blue,12666.31,Blue,4.0,,
2343.0,26.0,14.0,White,15860.43,Blue,4.0,,1.0
2344.0,16.0,10.0,Schooling,,,,,
2344.0,17.0,11.0,Schooling,,Schooling,,,
2344.0,18.0,12.0,White,13321.38,Schooling,,,1.0
2344.0,19.0,12.0,Schooling,,White,,,1.0
2344.0,20.0,13.0,White,,Schooling,,,2.0
2344.0,21.0,13.0,White,32859.85,White,,,3.0
2344.0,22.0,13.0,White,17823.63,White,,,4.0
2344.0,23.0,13.0,White,16764.87,White,,,5.0
2344.0,24.0,13.0,Schooling,,White,,,5.0
,,,,,,,,5.0
,,,,,,,,5.0
2345.0,16.0,10.0,Schooling,,,,,
2345.0,17.0,11.0,Home,,Schooling,,,
2345.0,18.0,11.0,Military,10925.75,Home,,1.0,
2345.0,19.0,11.0,Military,,Military,,2.0,
2345.0,20.0,11.0,Blue,14499.57,Military,1.0,2.0,
2345.0,21.0,11.0,Blue,14170.91,Blue,2.0,2.0,
2345.0,22.0,11.0,Blue,16662.29,Blue,3.0,2.0,
2345.0,23.0,11.0,Blue,24538.85,Blue,4.0,2.0,
2345.0,24.0,11.0,White,14417.72,Blue,4.0,2.0,1.0
,,,,,,4.0,2.0,1.0
,,,,,,4.0,2.0,1.0
2365.0,16.0,10.0,Home,,,,,
2365.0,17.0,10.0,Blue,13100.65,Home,1.0,,
2365.0,18.0,10.0,Blue,13658.32,Blue,2.0,,
2365.0,19.0,10.0,Blue,11492.55,Blue,3.0,,
2365.0,20.0,10.0,Blue,13288.06,Blue,4.0,,
2365.0,21.0,10.0,Blue,14875.5,Blue,5.0,,
2365.0,22.0,10.0,Blue,15525.09,Blue,6.0,,
2365.0,23.0,10.0,Blue,21368.04,Blue,7.0,,
2365.0,24.0,10.0,Blue,25342.77,Blue,8.0,,
2365.0,25.0,10.0,White,27294.46,Blue,8.0,,1.0
,,,,,,8.0,,1.0
2371.0,16.0,10.0,Home,,,,,
2371.0,17.0,10.0,Home,,Home,,,
2371.0,18.0,10.0,Military,7982.553,Home,,1.0,
2371.0,19.0,10.0,Blue,,Military,1.0,1.0,
2371.0,20.0,10.0,Home,,Blue,1.0,1.0,
2371.0,21.0,10.0,White,14096.47,Home,1.0,1.0,1.0
2371.0,22.0,10.0,Blue,20711.84,White,2.0,1.0,1.0
2371.0,23.0,10.0,Blue,19776.09,Blue,3.0,1.0,1.0
2371.0,24.0,10.0,Blue,22532.89,Blue,4.0,1.0,1.0
2371.0,25.0,10.0,Blue,25266.61,Blue,5.0,1.0,1.0
2371.0,26.0,10.0,Blue,24374.42,Blue,6.0,1.0,1.0
2372.0,16.0,11.0,Schooling,,,,,
2372.0,17.0,12.0,Home,,Schooling,,,
2372.0,18.0,12.0,Home,,Home,,,
2372.0,19.0,12.0,Home,,Home,,,
2372.0,20.0,12.0,Home,,Home,,,
2372.0,21.0,12.0,Home,,Home,,,
2372.0,22.0,12.0,Blue,26952.25,Home,1.0,,
2372.0,23.0,12.0,Home,,Blue,1.0,,
,,,,,,1.0,,
,,,,,,1.0,,
,,,,,,1.0,,
2376.0,16.0,10.0,Schooling,,,,,
2376.0,17.0,11.0,Schooling,,Schooling,,,
2376.0,18.0,12.0,Blue,6685.083,Schooling,1.0,,
2376.0,19.0,12.0,Military,8437.716,Blue,1.0,1.0,
2376.0,20.0,12.0,Military,8095.596,Military,1.0,2.0,
2376.0,21.0,12.0,Military,,Military,1.0,3.0,
2376.0,22.0,12.0,Military,,Military,1.0,4.0,
2376.0,23.0,12.0,White,,Military,1.0,4.0,1.0
,,,,,,1.0,4.0,1.0
,,,,,,1.0,4.0,1.0
,,,,,,1.0,4.0,1.0
2377.0,16.0,9.0,Schooling,,,,,
2377.0,17.0,10.0,Schooling,,Schooling,,,
2377.0,18.0,11.0,Schooling,,Schooling,,,
2377.0,19.0,12.0,Home,,Schooling,,,
2377.0,20.0,12.0,White,,Home,,,1.0
2377.0,21.0,12.0,Home,,White,,,1.0
2377.0,22.0,12.0,White,14028.29,Home,,,2.0
2377.0,23.0,12.0,White,15197.83,White,,,3.0
2377.0,24.0,12.0,White,16535.58,White,,,4.0
,,,,,,,,4.0
,,,,,,,,4.0
2378.0,16.0,10.0,Schooling,,,,,
2378.0,17.0,11.0,Schooling,,Schooling,,,
2378.0,18.0,12.0,White,10487.45,Schooling,,,1.0
2378.0,19.0,12.0,White,11637.03,White,,,2.0
2378.0,20.0,12.0,White,11844.75,White,,,3.0
,,,,,,,,3.0
,,,,,,,,3.0
,,,,,,,,3.0
,,,,,,,,3.0
,,,,,,,,3.0
,,,,,,,,3.0
2380.0,16.0,9.0,Schooling,,,,,
2380.0,17.0,10.0,Schooling,,Schooling,,,
2380.0,18.0,11.0,Military,,Schooling,,1.0,
2380.0,19.0,11.0,Military,11637.96,Military,,2.0,
2380.0,20.0,11.0,Military,,Military,,3.0,
